Title,Ingenio,URL,Authors,Abstract,Year
Optimal Mixing Evolutionary Algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000322137100078,"Thierens, D and Bosman, PAN","A key search mechanism in Evolutionary Algorithms is the mixing or juxtaposing of partial solutions present in the parent solutions. In this paper we look at the efficiency of mixing in genetic algorithms (GAs) and estimation-of-distribution algorithms (EDAs). We compute the mixing probabilities of two partial solutions and discuss the effect of the covariance build-up in GAs and EDas. Moreover, we propose two new Evolutionary Algorithms that maximize the juxtaposing of the partial solutions present in the parents: the Recombinative Optimal Mixing Evolutionary Algorithm (ROMEA) and the Gene-pool Optimal Mixing Evolutionary Algorithm (GOMEA).",2011
Estimation of Distribution Algorithm Based on Archimedean Copulas,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000282382900157,"Wang, LF, Zeng, JC and Hong, Y","Both Estimation of Distribution Algorithms (EDAs) and Copula Theory are hot topics in different research domains. The key of EDAs is modeling and sampling the probability distribution function which need much time in the available algorithms. Moreover, the modeled probability distribution function can not reflect the correct relationship between variables of the optimization target. Copula Theory provides a correlation between univariable marginal distribution functions and the joint probability distribution function. Therefore, Copula Theory could be used in EDAs. Because Archimedean copulas possess many nice properties, an EDA based on Archimedean copulas is presented in this paper. The experimental results show the effectiveness of the proposed algorithm.",2009
An Optimisation-Driven Prediction Method for Automated Diagnosis and Prognosis,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000502288700048,"Santucci, V, Milani, A and Caraffini, F","This article presents a novel hybrid classification paradigm for medical diagnoses and prognoses prediction. The core mechanism of the proposed method relies on a centroid classification algorithm whose logic is exploited to formulate the classification task as a real-valued optimisation problem. A novel metaheuristic combining the algorithmic structure of Swarm Intelligence optimisers with the probabilistic search models of Estimation of Distribution Algorithms is designed to optimise such a problem, thus leading to high-accuracy predictions. This method is tested over 11 medical datasets and compared against 14 cherry-picked classification algorithms. Results show that the proposed approach is competitive and superior to the state-of-the-art on several occasions.",2019
Regularized k-order Markov models in EDAs,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000322137100075,"Santana, R, Karshenas, H, Larrañaga, P","k-order Markov models have been introduced to estimation of distribution algorithms (EDAs) to solve a particular class of optimization problems in which each variable depends on its previous k variables in a given, fixed order. In this paper we investigate the use of regularization as a way to approximate k-order Markov models when k is increased. The introduced regularized models are used to balance the complexity and accuracy of the k-order Markov models. We investigate the behavior of the EDAs in several instances of the hydrophobic-polar (HP) protein problem, a simplified protein folding model. Our preliminary results show that EDAs that use regularized approximations of the k-order Markov models offer a good compromise between complexity and efficiency, and could be an appropriate choice when the number of variables is increased.",2011
Regularized logistic regression without a penalty term: An application to cancer classification with microarray data,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000287419900049,"Bielza, C, Robles, V and Larrañaga, P","Regularized logistic regression is a useful classification method for problems with few samples and a huge number of variables. This regression needs to determine the regularization term, which amounts to searching for the optimal penalty parameter and the norm of the regression coefficient vector. This paper presents a new regularized logistic regression method based on the evolution of the regression coefficients using estimation of distribution algorithms. The main novelty is that it avoids the determination of the regularization term. The chosen simulation method of new coefficients at each step of the evolutionary process guarantees their shrinkage as an intrinsic regularization. Experimental results comparing the behavior of the proposed method with Lasso and ridge logistic regression in three cancer classification problems with microarray data are shown. (C) 2010 Elsevier Ltd. All rights reserved.",2011
Domino Convergence: Why One Should Hill-Climb on Linear Functions,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000579327800197,"Witt, C","In the theory community of evolutionary computation, linear pseudo-boolean functions are often regarded as easy problems since all of them can be optimized in expected time O(n logn) by simple unbiased algorithms. However, results from genetic algorithms and estimation-of-distribution algorithms indicate that these algorithms treat different linear functions differently. More precisely, an effect called ""domino convergence"" is described in the literature, which means that bits of large weight in the linear function are optimized earlier than bits of low weight. Hence, different linear functions may lead to rather different expected optimization times.|The present paper conducts a study of domino convergence. By rigorous runtime analyses, it is shown that domino convergence is mostly a consequence of the crossover underlying genetic algorithms and EDAs. Here a performance gap of order O(n/logn) between different linear functions is proved. In simple mutationonly EAs the effect of domino convergence is much less pronounced, with the typical performance gap being logarithmic in the population size. The effect disappears when population size 1 is used and the algorithm is reduced to hillclimbing. Different selection mechanisms, including cut and tournament selection are investigated and their impact on domino convergence is analyzed.",2018
A new real-coded Bayesian optimization algorithm based on a team of learning automata for continuous optimization,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000335663900002,"Moradabadi, B and Beigy, H","Estimation of distribution algorithms have evolved as a technique for estimating population distribution in evolutionary algorithms. They estimate the distribution of the candidate solutions and then sample the next generation from the estimated distribution. Bayesian optimization algorithm is an estimation of distribution algorithm, which uses a Bayesian network to estimate the distribution of candidate solutions and then generates the next generation by sampling from the constructed network. The experimental results show that the Bayesian optimization algorithms are capable of identifying correct linkage between the variables of optimization problems. Since the problem of finding the optimal Bayesian network belongs to the class of NP-hard problems, typically Bayesian optimization algorithms use greedy algorithms to build the Bayesian network. This paper proposes a new real-coded Bayesian optimization algorithm for solving continuous optimization problems that uses a team of learning automata to build the Bayesian network. This team of learning automata tries to learn the optimal Bayesian network structure during the execution of the algorithm. The use of learning automaton leads to an algorithm with lower computation time for building the Bayesian network. The experimental results reported here show the preference of the proposed algorithm on both uni-modal and multi-modal optimization problems.",2014
An investigation of the selection strategies impact on MOEDAs: CMA-ES and UMDA,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000418333500063,"Strickler, A, Castro, O, Santana, R","Researchers have acknowledged the importance of the selection, replacement, and archiving strategies in the behavior of evolutionary algorithms (EAs). However, these important relationships have not been deeply investigated in terms of Estimation of Distribution algorithms (EDAs). In a preliminary research, we focused on UMDA, a simple EDA that uses univariate Gaussian factorizations. Experimental results confirm that the choice of the selection method can provoke probabilistic modeling to be more effective for some classes of functions. Motivated by these results, this study is extended by evaluating several variants of selection strategies and probabilistic modeling approaches. The aim is to detect possible interactions between these two important components of evolutionary algorithms. Specifically, we use the selection strategies as defined for NSGA2, SPEA2, and IBEA algorithms, and the probabilistic models implemented as part of UMDA and CMA-ES, and a simple crossover operator (SBX). The recently introduced COCO framework comprising 55 bi-objective functions is used as the benchmark for the analysis. The results show that probabilistic modeling has an advantage over the classical genetic operator regardless of the selection method applied. Nevertheless, the results also show that some selection methods have a better performance when applied together with EDAs. (C) 2017 Elsevier B.V. All rights reserved.",2018
Cross Entropy and Adaptive Variance Scaling in Continuous EDA,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000268226900114,"Cai, YP, Sun, XM, Jia, PF","This paper deals with the adaptive variance scaling issue in continuous Estimation of Distribution Algorithms. A phenomenon is discovered that current adaptive variance scaling method in EDA suffers front imprecise structure learning. A new type of adaptation method is proposed to overcome this defect. The method tries to measure the difference between the obtained population and the prediction of the probabilistic model, then calculate the scaling factor by minimizing the cross entropy between these two distributions. This approach calculates the scaling factor immediately rather than adapts it incrementally. Experiments show that this approach extended the class of problems that can be solved, and improve the search efficiency in some cases. Moreover, the proposed approach features in that each decomposed subspace call be assigned all individual scaling factor, which helps to solve problems with special dimension property.",2007
A Modified Screening Estimation of Distribution Algorithm for Large-Scale Continuous Optimization,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000354867200011,"Mishra, KM and Gallagher, M","Continuous Estimation of Distribution Algorithms (EDAs) commonly use a Gaussian distribution to control the search process. For high-dimensional optimization problems, several practical issues arise when estimating a large covariance matrix from the selected population. Recent work in continuous EDAs has aimed to address these issues. The Screening Estimation of Distribution Algorithm (sEDA) is one such algorithm which, uniquely, utilizes the objective function values obtained during the search. A sensitivity analysis technique is then used to reduce the rank of the covariance matrix, according to the estimated sensitivity of the fitness function to individual variables in the search space.|In this paper we analyze sEDA and find that it does not scale well to very high-dimensional problems because it uses a large number of additional fitness function evaluations per generation. A modified version of the algorithm, named sEDA-lite is proposed which requires no additional fitness evaluations for sensitivity analysis. Experiments on a variety of artificial and real-world representative problems evaluate the performance of the algorithm compared with sEDA and EDA-MCC, a related, recently proposed algorithm.",2014
AutoClustering An Estimation of Distribution Algorithm for the Automatic Generation of Clustering Algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000312859300019,"Meiguins, ASG, Limao, RC, Freitas, AA","Most of the existing Data Mining algorithms have been manually produced, that is, have been developed by a human programmer. A prominent Artificial Intelligence research area is automatic programming - the generation of a computer program by another computer program. Clustering is an important data mining task with many useful real-world applications. Particularly, the class of clustering algorithms based on the idea of data density to identify clusters has many advantages, such as the ability to identify arbitrary-shape clusters. We propose the use of Estimation of Distribution Algorithms for the artificial generation of density-based clustering algorithms. In order to guarantee the generation of valid algorithms, a directed acyclic graph (DAG) was defined where each node represents a procedure (building block) and each edge represents a possible execution sequence between two nodes. The Building Blocks DAG specifies the alphabet of the EDA, that is, any possibly generated algorithm. Preliminary experimental results compare the clustering algorithms artificially generated by AutoClustering to DBSCAN, a well-known manually-designed algorithm.",2012
Parameter-less Local Optimizer with Linkage Identification for Deterministic Order-k Decomposable Problems,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000322137100073,"Posík, P and Vanícek, S","A simple parameter-less local optimizer able to solve deterministic problems with building blocks of bounded order is proposed in this article. The algorithm is able to learn and use linkage information during the run. The algorithm is algorithmically simple, easy to implement and with the exception of termination condition, it is completely parameter-free-there is thus no need to tune the population size and other parameters to the problem at hand. An empirical comparison on 3 decomposable functions, each with uniformly scaled building blocks of size 5 and 8, was carried out. The algorithm exhibits quadratic scaling with the problem dimensionality, but the comparison with the extended compact genetic algorithm and Bayesian optimization algorithm shows that it needs lower or comparable number of fitness function evaluations on the majority of functions for the tested problem dimensionalities. The results also suggest that the efficiency of the local optimizer compared to both the estimation-of-distribution algorithms should be better for problem sizes under at least a few hundreds of bits.",2011
Classifier Subset Selection to construct multi-classifiers by means of estimation of distribution algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000351801600006,"Mendialdua, I, Arruti, A, Sierra, B","This paper proposes a novel approach to select the individual classifiers to take part in a Multiple-Classifier System. Individual classifier selection is a key step in the development of multi-classifiers. Several works have shown the benefits of fusing complementary classifiers. Nevertheless, the selection of the base classifiers to be used is still an open question, and different approaches have been proposed in the literature. This work is based on the selection of the appropriate single classifiers by means of an evolutionary algorithm. Different base classifiers, which have been chosen from different classifier families, are used as candidates in order to obtain variability in the classifications given. Experimental results carried out with 20 databases from the UCI Repository show how adequate the proposed approach is; Stacked Generalization multi-classifier has been selected to perform the experimental comparisons. (C) 2015 Elsevier B.V. All rights reserved.",2015
A Data-Centric Machine Learning Approach for Controlling Exploration in Estimation of Distribution Algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000862819900012,"Bolufé-Röhler, A and Luke, J","Exploration plays a key role in the performance of metaheuristics. An algorithm should perform more exploration when reaching the ""ideal search scale""; this happens when solutions are regularly sampled from different attraction basins. The moment this search scale is reached depends on the topological features of the objective function and the inherent randomness of the heuristic optimization process. Previous work on adjusting exploration have mostly used fixed rules based on fitness improvement, in this paper, we model it as a supervised machine learning problem. We apply a data-centric approach to understand whether variations in the data are more relevant than variations in the classification models. For our study we use the Estimation Multivariate Normal Algorithm with Thresheld Convergence, which provides an ideal framework as it allows us to directly control exploration through the. parameter. Optimization results show that the machine learning hybrid significantly outperforms the baseline algorithm.",2022
An evolutionary algorithm with guided mutation for the maximum clique problem,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000228136500006,"Zhang, QF, Sun, JY and Tsang, E","Estimation of distribution algorithms sample new solutions (offspring) from a probability model which characterizes the distribution of promising solutions in the search space at each generation. The location information of solutions found so far (i.e., the actual positions of these solutions in the search space) is not directly used for generating offspring in most existing estimation of distribution algorithms. This paper introduces a new operator, called guided mutation. Guided mutation generates offspring through combination of global statistical information and the location information of solutions found so far. An evolutionary algorithm with guided mutation (EA/G) for the maximum clique problem is proposed in this paper. Besides guided mutation, EA/G adopts a strategy for searching different search areas in different search phases. Marchiori's heuristic is applied to each new solution to produce a maximal clique in EA/G. Experimental results show that EA/G outperforms the heuristic genetic algorithm of Marchiori (the best evolutionary algorithm reported so far) and a MIMIC algorithm on DIMACS benchmark graphs.",2005
Geometric-Based Sampling For Permutation Optimization,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000321981300051,"Regnier-Coudert, O, McCall, J and Ayodele, M","There exist several operators to search through permutation spaces that can benefit search and score algorithms when combined. This paper presents COMpetitive Mutating Agents (COMMA), an algorithm which uses geometric mutation operators to create a geometrically defined distribution of solutions. Sampling from the distribution generates solutions in a similar fashion as with Estimation of Distribution Algorithms (EDAs). COMMA is applied on classical permutation optimization benchmarks, namely the Quadratic Assignement and the Permutation Flowshop Scheduling Problems and its performance is compared with those of reference EDAs. Although COMMA does not require a model building step, results suggest that it is competitive with state-of-the-art EDAs. In addition, COMMA's underlying geometric-based sampling could be transposed to representations other than permutations.",2013
Bias Reduction of Probabilistic Prototype Tree Based Estimation of Distribution Genetic Programming in Predicting Arthritis Prevalence,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000345447100014,"Kim, K and Cho, H","Estimation of Distribution Algorithms in Genetic Programming (EDA-GP) are algorithms applying stochastic model learning to genetic programming. In spite of various potential benefits, probabilistic prototype tree (PPT) based EDA-GPs recently appeared to have a critical problem of losing diversity easily. As an alternative learning method to reduce the effect, likelihood weighting (LW) was proposed and its results were positive to improve EDA-GP performance. In this paper, we aim to provide more generalised verification results to confirm the effects of LW. We investigate performance of PPT-based EDA-GP in a large scale problem predicting arthritis using medical data. (C) 2013 The Authors. Published by Elsevier B.V.",2013
A block based estimation of distribution algorithm using bivariate model for scheduling problems,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000336270600011,"Chang, PC and Chen, MH","Recently, estimation of distribution algorithms (EDAs) have gradually attracted a lot of attention and have emerged as a prominent alternative to traditional evolutionary algorithms. In this paper, a block-based EDA using bivariate model is developed to solve combinatorial problems. Instead of generating a set of chromosomes, our approach generates a set of promising blocks using bivariate model and these blocks are reserved in an archive for future use. These blocks will be updated every other k generation. Then, two rules, i.e., AC1 and AC2, are developed to generate a new chromosome by combining the set of selected blocks and rest of genes. This block based approach is very efficient and effective when compared with the traditional EDAs. According to the experimental results, the block based EDA outperforms EDA, GA, ACO and other evolutionary approaches in solving benchmark permutation problems. The block based approach is a new concept and has a very promising result for other applications.",2014
The correlation-triggered adaptive variance scaling IDEA,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000249917300063,"Grahl, J, Bosman, PAN and Rothlauf, F","It has previously been shown analytically and experimentally that continuous Estimation of Distribution Algorithms (EDAs) based on the normal pdf can easily suffer from premature convergence. This paper takes a principled first step towards solving this problem. First, prerequisites for the successful use of search distributions in EDAs are presented. Then, an adaptive variance scaling theme is introduced that aims at reducing the risk of premature convergence. Integrating the scheme into the iterated density-estimation evolutionary algorithm (IDEA) yields the correlation-triggered adaptive variance scaling IDEA (CT-AVS-IDEA). The CT-AVS-IDEA is compared to the original IDEA and the Evolution Strategy with Covariance Matrix Adaptation (CMA-ES) on a wide range of unimodal test-problems by means of a scalability analysis. It is found that the average number of fitness evaluations grows subiquadratically with the dimensionality, competitively with the CMA-ES. In addition, CT-AVS-IDEA is indeed found to enlarge the class of problems that continuous EDAs can solve reliably.",2006
Optimization based on phylogram analysis,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000398877400003,"Soares, A, Râbelo, R and Delbem, A","Estimation of Distribution Algorithms (EDAs) is evolutionary algorithms with relevant performance in handling complex problems. Nevertheless, their efficiency and effectiveness directly depends on how accurate the deployed probabilistic models are, which in turn depend on methods of model building. Although the best models found in the literature are often built by computationally complex methods, whose corresponding EDAs require high running time, these methods may evaluate a lesser number of points in the search space. In order to find a better trade-off between running time (efficiency) and the number of evaluated points (effectiveness), this work uses probabilistic models built by algorithms of phylogenetic reconstruction, since some of them are able to efficiently produce accurate models. Then, an EDA, namely, Optimization based on Phylogram Analysis, and a new search technique, namely, Composed Exhaustive Search, are developed and proposed to find solutions for combinatorial optimization problems with different levels of difficulty. Experimental results show that the proposed new EDA features an interesting trade-off between running time and number of evaluated points, attaining solutions near to the best results found in the literature for each one of such performance measures. (C) 2017 Elsevier Ltd. All rights reserved.",2017
Multi-objective optimization with an adaptive resonance theory-based estimation of distribution algorithm,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000330232900004,"Martí, L, García, J, Molina, JM","The introduction of learning to the search mechanisms of optimization algorithms has been nominated as one of the viable approaches when dealing with complex optimization problems, in particular with multi-objective ones. One of the forms of carrying out this hybridization process is by using multi-objective optimization estimation of distribution algorithms (MOEDAs). However, it has been pointed out that current MOEDAs have an intrinsic shortcoming in their model-building algorithms that hamper their performance. In this work, we put forward the argument that error-based learning, the class of learning most commonly used in MOEDAs is responsible for current MOEDA underachievement. We present adaptive resonance theory (ART) as a suitable learning paradigm alternative and present a novel algorithm called multi-objective ART-based EDA (MARTEDA) that uses a Gaussian ART neural network for model-building and a hypervolume-based selector as described for the HypE algorithm. In order to assert the improvement obtained by combining two cutting-edge approaches to optimization an extensive set of experiments are carried out. These experiments also test the scalability of MARTEDA as the number of objective functions increases.",2013
From Understanding Genetic Drift to a Smart-Restart Parameter-less Compact Genetic Algorithm,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000605292300094,"Doerr, B and Zheng, WJ","One of the key difficulties in using estimation-of-distribution algorithms is choosing the population sizes appropriately: Too small values lead to genetic drift, which can cause enormous difficulties. In the regime with no genetic drift, however, often the runtime is roughly proportional to the population size, which renders large population sizes inefficient.|Based on a recent quantitative analysis which population sizes lead to genetic drift, we propose a parameter-less version of the compact genetic algorithm that automatically finds a suitable population size without spending too much time in situations unfavorable due to genetic drift.|We prove an easy mathematical runtime guarantee for this algorithm and conduct an extensive experimental analysis on four classic benchmark problems. The former shows that under a natural assumption, our algorithm has a performance similar to the one obtainable from the best population size. The latter confirms that missing the right population size can be highly detrimental and shows that our algorithm as well as a previously proposed parameter-less one based on parallel runs avoids such pitfalls. Comparing the two approaches, ours profits from its ability to abort runs which are likely to be stuck in a genetic drift situation.",2020
Algorithms for Attribute Selection and Knowledge Discovery,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000451588800033,"Rodríguez, JE, García, VHM and Estrada, LMM","The features relevant selection is a task performed prior to the data mining and can be seen as one of the most important problems to solve in the data preprocessing stage an in the machine learning. With the feature selection is mainly intended to improve predictive or descriptive performance of models and implement faster and less expensive algorithms. In this paper an analysis about feature selection methods is made emphasizing on decision trees, entropy measure for ranking features, and estimation of distribution algorithms. Finally, we show the result analysis of execute the three algorithms.",2017
On the convergence of a factorized distribution algorithm with truncation selection,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000226746400004,"Zhang, QF","We investigate the global convergence of a factorized distribution algorithm (FDA) with truncation selection. Like conventional genetic algorithms, FDAs maintain and successively improve a population of solutions. In FDAs a distribution model is built based on the statistical information extracted from a set of selected solutions in the current population, and then the model thus built is used to generate new solutions for the next generation. The variable-dependence structure of the distribution model in FDAs is determined by the variable-interaction structure of the objective function. We prove that the FDA with truncation selection converges globally for optimization of a class of additively decomposable functions (ADF). Our results imply that the utilization of appropriately selected dependence relationships is sufficient to guarantee the global convergence of estimation of distribution algorithms (EDAs) for optimization of ADFs. (c) 2004 Wiley Periodicals, Inc.",2004
HYBRID MUSIC RECOMMENDER USING CONTENT-BASED AND SOCIAL INFORMATION,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000388373402152,"Chiliguano, P and Fazekas, G","Internet resources available today, including songs, albums, playlists or podcasts, that a user cannot discover if there is not a tool to filter the items that the user might consider relevant. Several recommendation techniques have been developed since the Internet explosion to achieve this filtering task. In an attempt to recommend relevant songs to users, we propose an hybrid recommender that considers real-world users information and high-level representation for audio data. We use a deep learning technique, convolutional deep neural networks, to represent an audio segment in a n-dimensional vector, whose dimensions define the probability of the segment to belong to a specific music genre. To capture the listening behavior of a user, we investigate a state-of-the-art technique, estimation of distribution algorithms. The designed hybrid music recommender outperforms the predictions compared with a traditional content-based recommender.",2016
Using Landscape Topology to Compare Continuous Metaheuristics: A Framework and Case Study on EDAs and Ridge Structure,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000304228100006,"Morgan, R and Gallagher, M","In this paper we extend a previously proposed randomized landscape generator in combination with a comparative experimental methodology to study the behavior of continuous metaheuristic optimization algorithms. In particular, we generate two-dimensional landscapes with parameterized, linear ridge structure, and perform pairwise comparisons of algorithms to gain insight into what kind of problems are easy and difficult for one algorithm instance relative to another. We apply this methodology to investigate the specific issue of explicit dependency modeling in simple continuous estimation of distribution algorithms. Experimental results reveal specific examples of landscapes (with certain identifiable features) where dependency modeling is useful, harmful, or has little impact on mean algorithm performance. Heat maps are used to compare algorithm performance over a large number of landscape instances and algorithm trials. Finally, we perform a meta-search in the landscape parameter space to find landscapes which maximize the performance between algorithms. The results are related to some previous intuition about the behavior of these algorithms, but at the same time lead to new insights into the relationship between dependency modeling in EDAs and the structure of the problem landscape. The landscape generator and overall methodology are quite general and extendable and can be used to examine specific features of other algorithms.",2012
Research On Traveling Salesman Problem Algorithm,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000322498501203,"Yun, XY","The traveling salesman problem (TSP) has been an important problem in the field of distribution and logistics and it is clearly NP-hard combinatorial optimization problem and difficult to solve. This paper gives a review of achievements of different types of Algorithms for the traveling sales man problem and outlines these advantages and limitation for these algorithms, including dynamic program, brand and bound, genetic algorithm and estimation of distribution algorithms. In addition, some of the most powerful efficiency enhancement techniques applied to TSP is discussed and quite a few common conditions of different methods for TSP are summarized. Finally, some future research direction and content are proposed.",2013
Visual Data Association for Real-Time Video Tracking Using Genetic and Estimation of Distribution Algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000269270400006,"Patricio, MA, García, J, Molina, JM","In this article, an efficient and novel approach for video data association is developed. This new method is formulated as a search across the hypotheses space defined by the possible association among tracks and detections, carried out for each frame of a video sequence. The full data association problem in visual tracking is formulated as a combinatorial hypotheses search with a heuristic evaluation function taking into account structural and specific information such as distance, shape, color, etc. To guarantee real-time performance, a time limit is set for the search process explore alternative solutions. This time limit defines the upper bound of the number of evaluations depending on search algorithm efficiency. Estimation distribution algorithms are proposed as an efficient evolutionary computation technique to search in this hypothesis space. Finally, an exhaustive comparison of the performance of alternative algorithms is carried out considering complex representative situations in real video sets. (C) 2009 Wiley Periodicals, Inc. Int J imaging Syst Technol, 19, 208-220, 2009; Published online in Wiley InterScience (www.interscience.wiley.com). DOI 10.1002/ima.20196",2009
Trainability maximization using estimation of distribution algorithms assisted by surrogate modelling for quantum architecture search,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:001337417700002,"Soloviev, VP, Dunjko, V, Wang, H","Quantum architecture search (QAS) involves optimizing both the quantum parametric circuit configuration but also its parameters for a variational quantum algorithm. Thus, the problem is known to be multi-level as the performance of a given architecture is unknown until its parameters are tuned using classical routines. Moreover, the task becomes even more complicated since well-known trainability issues, e.g., barren plateaus (BPs), can occur. In this paper, we aim to achieve two improvements in QAS: (1) to reduce the number of measurements by an online surrogate model of the evaluation process that aggressively discards architectures of poor performance; (2) to avoid training the circuits when BPs are present. To detect the presence of the BPs, we employed a recently developed metric, information content, which only requires measuring the energy values of a small set of parameters to estimate the magnitude of cost function's gradient. The main idea of this proposal is to leverage a recently developed metric which can be used to detect the onset of vanishing gradients to ensure the overall search avoids such unfavorable regions. We experimentally validate our proposal for the variational quantum eigensolver and showcase that our algorithm is able to find solutions that have been previously proposed in the literature for the Hamiltonians; but also to outperform the state of the art when initializing the method from the set of architectures proposed in the literature. The results suggest that the proposed methodology could be used in environments where it is desired to improve the trainability of known architectures while maintaining good performance.",2024
A Novel Fuzzy Histogram based Estimation of Distribution Algorithm for Global Numerical Optimization,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000277207700017,"Liu, WL, Zhong, JH, Zhang, J","Applying Estimation of Distribution Algorithms (EDAs) to solve continuous problems is a significant and challenging task in the field of evolutionary computation. So far, various continuous EDAs have been developed based on different probability models. Initially, the EDAs based on a single Gaussian probability model are widely used but they have trouble in solving multimodal problems. Later EDAs based on a mixture model and on a clustering technique are then introduced to conquer such drawback. However, they are either time consuming or need prior knowledge of the problems. Recently, the histogram has begun to be used in continuous EDAs, but the histogram based EDAs (HEDAs) usually need too much time and space to gain a highly accurate solution. On the basis of pioneering contributions, this paper proposes a fuzzy histogram based EDA (FHEDA) for continuous optimization. In the FHEDA, the estimated range of the fuzzy histogram is adjusted adaptively by the current promising solutions, which leads the algorithm to search good solutions efficiently. A mutation mechanism is also introduced in the sampling operation to avoid being trapped in local optima. The performance of the proposed FHEDA is evaluated by testing seven benchmark functions with different characteristics. Two Gaussian based EDAs and the sur-shr-HEDA are studied for comparison. The results show that among all experimental algorithms, the FHEDA can give comparatively satisfying performance on unimodal and multimodal functions.",2009
Probabilistic Analysis of Pareto Front Approximation for a Hybrid Multi-objective Bayesian Estimation of Distribution Algorithm,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000428685400065,"Martins, MSR, Delgado, M, de Almeida, CP","Metaheuristics that explore the decision variables space to construct probabilistic modeling from promising solutions, like estimation of distribution algorithms (EDAs), are becoming very popular in the context of Multi-objective Evolutionary Algorithms (MOEAs). The probabilistic model used in EDAs captures certain statistics of problem variables and their interdependencies. Moreover, the incorporation of local search methods tends to achieve synergy of MOEAs' operators and local heuristics aiming to improve the performance. In this work, we aim to scrutinize the probabilistic graphic model (PGM) presented in Hybrid Multi-objective Bayesian Estimation of Distribution Algorithm (HMOBEDA), which is based on a Bayesian network. Different from traditional EDA-based approaches, the PGM of HMOBEDA provides the joint probability of decision variables, objectives, and configuration parameters of an embedded local search. HMOBEDA has shown to be very competitive on instances of Multi-Objective Knapsack Problem (MOKP), outperforming state-of-the-art approaches. Two variants of HMOBEDA are proposed in this paper using different sample methods. We aim to compare the learnt structure in terms of the probabilistic Pareto Front approximation produced at the end of evolution. Results on instances of MOKP with 2 to 8 objectives show that both proposed variants outperform the original approach, providing not only the best values for hypervolume and inverted generational distance indicators, but also a higher diversity in the solution set.",2017
Introducing Generative adversarial networks on Estimation of distribution algorithm to solve permutation-based problems,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000986982400021,"Lemtenneche, S, Cheriet, A and Bensayah, A","As a subclass of evolutionary algorithms, estimation of distribution algorithms (EDAs) have found widespread use in a variety of optimization problems with impressive performance. In each generation, they build a probabilistic model representing the promising individuals, and the next generation constructs by sampling this model. Constructing and sampling the probabilistic model is a real challenge in developing such algorithms. Generative adversarial networks (GANs) are a popular kind of generative model that has been widely adopted due to their ability to generate new samples that closely match the distribution of training data. However, research on how GANs handle permutation spaces is lacking. We suggest a novel Estimation of Distribution Algorithm (EDA) that uses GANs as a probabilistic model estimator to advance this subject. in order to preserve the information captured from the selected individuals, those promising individuals were represented by a one-hot matrix, then used to train GANs. The proposed algorithm is tested to solve two permutation problems: The Travelling Salesman Problem (TSP) and Permutation Flowshop Scheduling Problem (PFSP). The Experimental results show that the proposed algorithm can obtain the optimal solution in some instances and a near-optimal in others.",2022
