Title,Ingenio,URL,Authors,Abstract,Year
Time series forecasting by evolving artificial neural networks using genetic algorithms and estimation of distribution algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000287421403060,"Peralta, J, Gutierrez, G and Sanchis, A","Accurate time series forecasting are important for displaying the manner in which the past continues to affect the future and for planning our day to-day activities. In recent years, a large literature has evolved on the use of evolving artificial neural networks (EANNs) in many forecasting applications. Evolving neural networks are particularly appealing because of their ability to model an unspecified non-linear relationship between time series variables. This paper evaluates two methods to evolve neural networks architectures, one carried out with genetic algorithm and a second one carry out with estimation of distribution algorithms. A comparative study between these two methods, with a set of referenced time series will be shown. The object of this study is to try to improve the final forecasting getting an accurate system.",2010
Adaptation of a Success Story in GAs: Estimation-of-Distribution Algorithms for Tree-based Optimization Problems,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000275055100001,"Bosman, PAN and de Jong, ED","Fundamental research into Genetic Algorithms (GA) has led to one of the biggest successes in the design of stochastic optimization algorithms: Estimation-of-Distribution Algorithms (EDAs). These principled algorithms identify and exploit structural features of a problems structure during optimization. EDA design has so far been limited to classical solution representations such as binary strings or vectors of real values. In this chapter we adapt the EDA approach for use in optimizing problems with tree representations and thereby attempt to expand the boundaries of successful evolutionary algorithms. To do so, we propose a probability distribution for the space of trees, based on a grammar. To introduce dependencies into the distribution, grammar transformations are performed that facilitate the description of specific subfunctions. The results of performing experiments on two benchmark problems demonstrate the feasibility of the approach.",2008
Software Metrics Mining to Predict the Performance of Estimation of Distribution Algorithms in Test Data Generation,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000271802600015,"Sagarna, R and Lozano, JA","Test data generation for a software system is a difficult and costly task. Thus, given a program, it would be highly desirable to choose the most adequate approach. A first step towards this is the prediction of the performance of a test data generator. We conduct a preliminary study on the suitability of software metrics for this problem in the context of a generator based on Estimation of Distribution Algorithms (EDAs). EDAs are a family of evolutionary algorithms that have been previously applied to the test data generation problem in software testing with promising results. More precisely, we analyze the adequacy of Data Mining techniques for predicting whether the EDAs based generator is able to fulfill branch coverage or not. Results offer interesting conclusions on the predictive capability of software metrics and show Data Mining as a powerful field to be further investigated in this area.",2008
The role of a priori information in the minimization of contact potentials by means of estimation of distribution algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000246102100024,"Santana, R, Larrañaga, P and Lozano, JA",Directed search methods and probabilistic approaches have been used as two alternative ways for computational protein design. This paper presents a hybrid methodology that combines features from both approaches. Three estimation of distribution algorithms are applied to the solution of a protein design problem by minimization of contact potentials. The combination of probabilistic models able to represent probabilistic dependencies with the use of information about residues interactions in the protein contact graph is shown to improve the efficiency of search for the problems evaluated.,2007
FAULT DIAGNOSIS OF MULTIPROCESSOR SYSTEMS BASED ON GENETIC AND ESTIMATION OF DISTRIBUTION ALGORITHMS: A PERFORMANCE EVALUATION,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000274974000001,"Duarte, EP, Pozo, ATR and Nassu, BT","As faults are unavoidable in large scale multiprocessor systems, it is important to be able to determine which units of the system are working and which are faulty. System level diagnosisis along-standing realistic approach to detect faults in multiprocessor systems. Diagnosis is based on the results of tests executed on the system units. In this work we evaluate the performance of evolutionary algorithms applied to the diagnosis problem. Experimental results are presented for both the tradition algenetic algorithm (G A) and specialized versions of the GA. We then propose and evaluate specialized versions of Estimation of Distribution Algorithms (EDA) for system-level diagnosis : the compact GA and Population-Based Incremental Learning both with and without negative examples. The evaluation was performed using four metrics: the average number of generations needed to find the solution, the average fitness after upto 500 generations, the percentage of tests that got to the optimal solution and the average time until the solution was found. An analysis of experimental results shows that more sophisticated algorithms converge faster to the optimal solution.",2010
Combining variable neighborhood search and estimation of distribution algorithms in the protein side chain placement problem,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000259142300007,"Santana, R, Larrañaga, P and Lozano, JA","The aim of this work is to introduce several proposals for combining two metaheuristics: variable neighborhood search (VNS) and estimation of distribution algorithms (EDAs). Although each of these metaheuristics has been previously hybridized in several ways, this paper constitutes the first attempt to combine both optimization methods.|The different ways of combining VNS and EDAs will be classified into three groups. In the first group, we will consider combinations where the philosophy underlying VNS is embedded in EDAs. Considering different neighborhood spaces (points, populations or probability distributions), we will obtain instantiations for the approaches in this group. The second group of algorithms is obtained when probabilistic models (or any other machine learning paradigm) are used in order to exploit the good and bad shakes of the randomly generated solutions in a reduced variable neighborhood search. The last group of algorithms contains the results of alternating VNS and EDAs.|An application of the first approach is presented in the protein side chain placement problem. The results obtained show the superiority of the hybrid algorithm in comparison with EDAs and VNS.",2008
Peakbin Selection in Mass Spectrometry Data Using a Consensus Approach with Estimation of Distribution Algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000288225000015,"Armañanzas, R, Saeys, Y, Larrañaga, P","Progress is continuously being made in the quest for stable biomarkers linked to complex diseases. Mass spectrometers are one of the devices for tackling this problem. The data profiles they produce are noisy and unstable. In these profiles, biomarkers are detected as signal regions (peaks), where control and disease samples behave differently. Mass spectrometry (MS) data generally contain a limited number of samples described by a high number of features. In this work, we present a novel class of evolutionary algorithms, estimation of distribution algorithms (EDA), as an efficient peak selector in this MS domain. There is a trade-of f between the reliability of the detected biomarkers and the low number of samples for analysis. For this reason, we introduce a consensus approach, built upon the classical EDA scheme, that improves stability and robustness of the final set of relevant peaks. An entire data workflow is designed to yield unbiased results. Four publicly available MS data sets (two MALDI-TOF and another two SELDI-TOF) are analyzed. The results are compared to the original works, and a new plot (peak frequential plot) for graphically inspecting the relevant peaks is introduced. A complete online supplementary page, which can be found at http://www.sc.ehu.es/ccwbayes/members/ruben/ms, includes extended info and results, in addition to Matlab scripts and references.",2011
Robust estimation of distribution algorithms via fitness landscape analysis for optimal low-thrust orbital maneuvers,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:001144198200001,"Shirazi, A","One particular kind of evolutionary algorithms known as Estimation of Distribution Algorithms (EDAs) has gained the attention of the aerospace industry for its ability to solve nonlinear and complicated problems, particularly in the optimization of space trajectories during on-orbit operations of satellites. This article describes an effective method for optimizing the trajectory of a spacecraft using an evolutionary approach based on EDAs, incorporated with fitness landscape analysis (FLA). The approach utilizes flexible operators that are paired with seeding and selection mechanisms of EDAs. Initially, the orbit transfer problem is mathematically modeled and the objectives and constraints are identified. The landscape feature of the search space is analyzed via the dispersion metric to measure the modality and ruggedness of the search domain. The obtained information are used as feedback in developing adaptive operators for truncation factor and constraints separation threshold of the employed EDA. A framework for spacecraft trajectory optimization has been presented where the dispersion value for a space mission is estimated using a k-nearest neighbors (k-NN) algorithm. The suggested method is used to solve several problems related to low-thrust orbit transfer of satellites in Earth's orbit. Results demonstrate that the suggested framework for trajectory design and optimization of space transfers is effective enough to offer fuel-efficient and energy-efficient maneuvers for different thrust levels of the propulsion system. Moreover, the performance of the proposed approach is evaluated against non-adaptive EDA and other advanced evolutionary algorithms. The obtained results certify that the proposed adaptive evolutionary approach is superior in identifying feasible minimum-fuel and minimum-energy transfer trajectories.",2023
Genetic Network Programming with Estimation of Distribution Algorithms for Class Association rule Mining in Traffic Prediction,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000287375804004,"Li, XN, Mabu, S, Hirasawa, K","As an extension of Genetic Algorithm (GA) and Genetic Programming (GP), a new approach named Genetic Network Programming (GNP) has been proposed in the evolutionary computation field. GNP uses multiple reusable nodes to construct directed-graph structures to represent its solutions. Recently, many research has clarified that GNP can work well in data mining area. In this paper, a novel evolutionary paradigm named GNP with Estimation of Distribution Algorithms (GNP-EDAs) is proposed and used to solve traffic prediction problems using class association rule mining. In GNP-EDAs, a probabilistic model is constructed by estimating the probability distribution from the selected elite individuals of the previous generation to replace the conventional genetic operators, such as crossover and mutation. The probabilistic model is capable of enhancing the evolution to achieve the ultimate objective. In this paper, two methods are proposed based on extracting the probabilistic information on the node connections and node transitions of GNP-EDAs to construct the probabilistic model. A comparative study of the proposed paradigm and the conventional GNP is made to solve the traffic prediction problems using class association rule mining. The simulation results showed that GNP-EDAs can extract the class association rules more effectively, when the number of the candidate class association rules increases. And the classification accuracy of the proposed method shows good results in traffic prediction systems.",2010
How to Get More from Your Model: The Role of Constructive Selection in Estimation of Distribution Algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000625865500051,"Caldwell, JR and Watson, RA","Model-building optimisation methods aim to learn the structure underlying a problem and exploit this to direct the exploration of solutions. This generally interleaves two processes: Generating samples (from the model), and updating the model (using selected samples). In most estimation of distribution algorithms (EDAs), e.g. BOA, selection is used only in the laSer, to determine which samples are retained for updating the model. In contrast, other evolution-inspired algorithms (such as rHN-G and MACRO) use selection differently - within the process that generates samples from the model. It has been hypothesised that this 'constructive selection' process can facilitate optimisation that other EDAs cannot but this has not been previously shown. Here we investigate these distinctions using constraint optimisation problems with a very simple modular structure. We find that a simple constructive selection method (rHN-g) can solve these problems in time polynomial in the problem size whereas other methods, such as BOA, require exponential time. We confirm that this result arises not from any difficulty in acquiring an accurate model but because of how samples are generated given the model. This suggests that by using constructive selection other EDAs could exploit the models they learn more efficiently to solve otherwise unsolvable problems.",2017
Estimation of Distribution Algorithms for Decision-Tree Induction,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000426929700262,"Cagnini, HEL, Barros, RC and Basgalupp, MP","Decision trees are one of the most widely employed classification models, mainly due to their capability of being properly interpreted and understood by the domain specialist. However, decision-tree induction algorithms have limitations due to the typical recursive top-down greedy search they implement. Such local search may often lead to quality loss while the partitioning process occurs, generating statistically insignificant rules. In order to avoid the typical greedy strategy and to prevent convergence to local optima, we present a novel Estimation of Distribution Algorithm (EDA) for decision-tree induction, namely Ardennes. For evaluating the proposed approach, we present results of an empirical analysis in 10 real-world classification datasets. We compare Ardennes with both a well-known traditional greedy algorithm for decision-tree induction and also with a more recent global population-based approach. Results show the feasibility of using EDAs as a means to avoid the previously-described problems. We report gains when using Ardennes in terms of accuracy and - equally important - tree comprehensibility.",2017
Blocked Stochastic sampling versus estimation of distribution algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000180919800237,"Santana, R and Mühlenbein, H",The Boltzmann distribution is a good candidate for a search distribution for optimization problems. In this paper we compare two methods to approximate the Boltzmann distribution-Estimation of Distribution Algorithm's (EDA) and Markov Chain Monte Carlo methods (MCMC). It turns out that in the space of binary functions even blocked MCMC methods outperform EDA on a small class of problems only. In these cases a temperature of T = 0 performed best.,2002
Diversity loss in general estimation of distribution algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000241446400010,"Shapiro, JL","A very general class of EDAs is defined, on which universal results on the rate of diversity loss can be derived. This EDA class, denoted SML-EDA, requires two restrictions: 1) in each generation, the new probability model is build using only data sampled from the current probability model; and 2) maximum likelihood is used to set model parameters. This class is very general; it includes simple forms of many well-known EDAs, e.g. BOA, MIMIC, FDA, UMDA, etc. To study the diversity loss in SML-EDAs, the trace of the empirical covariance matrix is the proposed statistic. Two simple results are derived. Let N be the number of data vectors evaluated in each generation. It is shown that on a flat landscape, the expected value of the statistic decreases by a factor 1 - 1/N in each generation. This result is used to show that for the Needle problem, the algorithm will with a high probability never find the optimum unless the population size grows exponentially in the number of search variables.",2006
Estimation of distribution algorithms on non-separable problems,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000273011900002,"Agapie, A","The evolutionary algorithms discussed in this paper do not use crossover, nor mutation. Instead, they estimate and evolve a marginal probability distribution, the only distribution responsible for generating new populations of chromosomes. So far, the analysis of this class of algorithms was confined to proportional selection and additive decomposable functions. Dropping both assumptions, we consider here truncation selection and non-separable problems with polynomial number of distinct fitness values. The emergent modelling is half theoretical - with respect to selection, completely characterized by stochastic calculus and half empirical - concerning the generation of new individuals. For the latter operator, we sample the chromosomes arbitrarily, one for each selected level of fitness. That is the break-symmetry point, making the difference between the finite and infinite population cases, and ensuring the convergence of the model.",2010
Solving Order/Degree Problems by Using EDA-GK,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000625865500013,"Handa, H and Hasegawa, R","The Estimation of Distribution Algorithms with Graph Kernels called EDA-GK is an extension of the Estimation of Distribution Algorithms to cope with graph-related problems. The individuals of the EDA-GK are represented by graphs. In this paper, the EDA-GK is applied to solve for the Order/Degree problems, which are an NP-hard problem and are a benchmark problem in graph theory studies. Experimental results on several problem instances on the Order/Degree problems show the effectiveness of the EDA-GK.",2017
A Mahalanobis Distance-based Fitness Approximation Method for Estimation of Distribution Algorithms in Solving Expensive Optimization Problems,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000521353901106,"Liang, YS, Ren, ZG, Pang, B","Fitness approximation methods have been widely employed in evolutionary algorithms to reduce the number of fitness evaluations in solving expensive optimization problems. As a simple and efficient approximation approach, k-nearest neighbors (kNN) estimates the fitness value of an unknown solution by combining the fitness values of its nearest neighbors according to a similarity measure. kNN generally adopts the Euclidean distance as the similarity measure, which may limit its performance as the solution distribution information is underutilized in the approximation process. Aiming at this issue, this study proposes a Mahalanobis distance-based k-nearest neighbors (MkNN) to improve the approximation accuracy by utilizing the distribution information. Compared to the Euclidean distance-based kNN (EkNN), MkNN adopts the Mahalanobis distance to measure the similarity between solutions, which is capable of capturing the distribution information of solutions and thus can improve the approximation efficiency. Furthermore, considering that the main idea of estimation of distribution algorithms (EDAs) is also to learn the distribution information of solutions, the proposed MkNN as well as EkNN are combined with an EDA and two new algorithms named EDA-MkNN and EDA-EkNN, respectively, are developed for expensive optimization. The performances of EDA-MkNN and EDA-EkNN were comprehensively tested on a set of 28 benchmark functions and compared with that of a typical EDA. Experimental results demonstrate that MkNN and EkNN could effectively improve the performance of EDA in solving different kinds of expensive optimization problems and MkNN can have an edge over EkNN on condition that the distribution information is well captured.",2019
A Probabilistic Graphical Model For Estimation of Distribution Algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000288148500003,"Ding, CC and Liu, YC","we consider the topic of building a probability model - a Bayesian network - from a given set of data. When there is no additive composition known for the given problem, the dependencies of the variables can be learned from the data set. In the context of Estimation of Distribution algorithm, learning a Bayesian Network from the selected population and then sampling from this model are the basic steps of Learning FDA. Usually, Bayesian networks are learned using the ""score and search"" paradigm. This means that there is a score which measures the quality of the network and a local search which finds within a neighborhood the network which maximizes the score.",2010
Constrained optimization problem solving using estimation of distribution algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000222818400041,"Simionescu, PA, Beale, DG and Dozier, GV",Two variants of Estimation of Distribution Algorithm (EDA) are tested against solving several continuous optimization problems with constraints. Numerical experiments are conducted and comparison is made between constraint handling using several types of penalty and repair operators in case of both elitist and non-elitist implementations of the EDA's. Graphical display and animations of representative runs of the best and worst performers proved useful in enhancing the understanding of how such algorithms work.,2004
The importance of implementation details and parameter settings in black-box optimization: a case study on Gaussian estimation-of-distribution algorithms and circles-in-a-square packing problems,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000426566200013,"Bosman, PAN and Gallagher, M","We consider a scalable problem that has strong ties with real-world problems, can be compactly formulated and efficiently evaluated, yet is not trivial to solve and has interesting characteristics that differ from most commonly used benchmark problems: packing n circles in a square (CiaS). Recently, a first study that used basic Gaussian EDAs indicated that typically suggested algorithmic parameter settings do not necessarily transfer well to the CiaS problem. In this article, we consider also AMaLGaM, an enhanced Gaussian EDA, as well as arguably the most powerful real-valued black-box optimization algorithm to date, CMA-ES, which can also be seen as a further enhanced Gaussian EDA. We study whether the well-known performance on typical benchmark problems extends to the CiaS problem. We find that although the enhancements over a basic Gaussian EDA result in superior performance, the further efficiency enhancements in CMA-ES are not highly impactful. Instead, the most impactful features are how constraint handling is performed, how large the population size is, whether a full covariance matrix is used and whether restart techniques are used. We further show that a previously published version of AMaLGaM that does not require the user to set the the population size parameter is capable of solving the problem and we derive the scalability of the required number of function evaluations to solve the problem up to 99.99 % of the known optimal value for up to 30 circles.",2018
Estimation of Distribution Algorithms based on Nested Archimedean Copulas,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000300876501125,"Wang, XP, Gao, HM, Ye, BL","The main hurdle for EDAs is how to estimate and sample the joint probability distribution, especially in d-dimensiona case (d>2). Copula theory provides a useful tool for multivariate probability analysis, which separates joint probability distribution function into product of marginal distributions. We introduce a new paradigm, called Ncopula-EDAs, which integrates EDAs with nested Archimedean copulas, and indicates an innovative way to solve the multivariate and multiple dependences optimization problem. The case of three-dimensional problem is studied in detail. The sampling method of three-dimensional Nested Archimedean copula is illustrated, and the procedure of three-dimensional Ncopula-EDAs is described. The experiment results validate the feasibility and efficiency of our algorithm. (C) 2011 Published by Elsevier Ltd. Selection and/or peer-review under responsibility of [CEIS 2011]",2011
Why Is Parity Hard for Estimation of Distribution Algorithms?,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000268226900116,"Coffin, D and Smith, RE",We describe a k-bounded and additively separable test problem oil which the hierarchical Bayesian Optimization Algorithm (hBOA) scales exponentially.,2007
Editorial introduction -: Special Issue on estimation of distribution algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000227633700002,"Larrañaga, P and Lozano, JA",Add this journal to your reviewer interest list.  Add Journal,2005
Prototype selection and feature subset selection by estimation of distribution algorithms.: A case study in the survival of cirrhotic patients treated with TIPS,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000175009500003,"Sierra, B, Lazkano, E, Quiroga, J","The Transjugular Intrahepatic Portosystemic Shunt (TIPS) is an interventional treatment for cirrhotic patients with portal hypertension. In the light of our medical staffs experience, the consequences of TIPS are not homogeneous for all the patients and a subgroup dies in the first six months after TIPS placement. An investigation for predicting the conduct of cirrhotic patients treated with TIPS is carried out using a clinical database with 107 cases and 77 attributes. We have applied a new Estimation of Distribution Algorithms based approach in order to perform a Prototype and Feature Subset Selection to improve the classification accuracy obtained using all the variables and all the cases. Used paradigms are K-Nearest Neighbours, Artificial Neural Networks and Classification Trees.",2001
Cyber-EDA: Estimation of Distribution Algorithms with Adaptive Memory Programming,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000326749600001,"Yin, PY and Wu, HL","The estimation of distribution algorithm (EDA) aims to explicitly model the probability distribution of the quality solutions to the underlying problem. By iterative filtering for quality solution from competing ones, the probability model eventually approximates the distribution of global optimum solutions. In contrast to classic evolutionary algorithms (EAs), EDA framework is flexible and is able to handle inter variable dependence, which usually imposes difficulties on classic EAs. The success of EDA relies on effective and efficient building of the probability model. This paper facilitates EDA from the adaptive memory programming (AMP) domain which has developed several improved forms of EAs using the Cyber-EA framework. The experimental result on benchmark TSP instances supports our anticipation that the AMP strategies can enhance the performance of classic EDA by deriving a better approximation for the true distribution of the target solutions.",2013
An Estimation of Distribution Algorithms Applied to Sequence Pattern Mining,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000323845700102,"Godinho, PIA, Meiguins, ASG, Meiguins, BS","This paper presents a proposal of distribution's estimated algorithm to the extraction of sequential patterns in a database which use a probabilistic model based on graphs which represent the relations among items that form a sequence. The model maps a probability among the items allowing them to adjust the model during the execution of the algorithm using the evolution process of EDA, optimizing the candidate's generation of solution and extracting a group of sequential patterns optimized.",2010
Vine Estimation of Distribution Algorithms with Application to Molecular Docking,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000324600300014,"Soto, M, Ochoa, A, Moreno, E","Four undirected graphical models based on copula theory are investigated in relation to their use within an estimation of distribution algorithm (EDA) to address the molecular docking problem. The simplest algorithms considered are built on top of the product and normal copulas. The other two construct high-dimensional dependence models using the powerful and flexible concept of vine-copula. Empirical investigation with a set of molecular complexes used as test systems shows state-of-the-art performance of the copula-based EDAs in the docking problem. The results also show that the vine-based algorithms are more efficient, robust and flexible than the other two. This might suggest that the use of vines opens new research opportunities to more appropriate modeling of search distributions in evolutionary optimization.",2012
A Review of Estimation of Distribution Algorithms and Markov Networks,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000324600300003,"Shakya, S and Santana, R","This chapter reviews some of the popular EDAs based on Markov Networks. It starts by giving introduction to general EDAs and describes the motivation behind their emergence. It then categorises EDAs according to the type of probabilistic models they use (directed model based, undirected model based and common model based) and briefly lists some of the popular EDAs in each categories. It then further focuses on undirected model based EDAs, describes their general workflow and the history, and briefly reviews some of the popular EDAs based on undirected models. It also outlines some of the current research work in this area.",2012
Factoradic Representation for Permutation Optimisation,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000358196900033,"Regnier-Coudert, O and McCall, J","It is known that different classes of permutation problems are more easily solved by selecting a suitable representation. In particular, permutation representations suitable for Estimation of Distribution algorithms (EDAs) are known to present several challenges. Therefore, it is of interest to investigate novel representations and their properties. In this paper, we present a study of the factoradic representation which offers new modelling insights through the use of three algorithmic frameworks, a Genetic Algorithm (GA) and two EDAs. Four classic permutation benchmark problems are used to evaluate the factoradic-based algorithms in comparison with published work with other representations. Our experiments demonstrate that the factoradic representation is a competitive approach to apply to permutation problems. EDAs and more specifically, univariate EDAs show the most robust performance on the benchmarks studied. The factoradic representation also leads to better performance than adaptations of EDAs for continuous spaces, overall similar performance to integer-based EDAs and occasionally matches results of specialised EDAs, justifying further study.",2014
Sensor Location for water systems: A Stochastic Design Approach,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000316676100052,"Carnero, M, Hernández, J and Sánchez, M","The optimal design of sensor networks consists in selecting the type, number and location of sensors that provide the required quantity and quality of process information by optimizing an appropriate objective. The problem is multimodal and involves many binary variables, therefore a huge combinatorial optimization problem results. In this work, the design for water systems is addressed using metaheuristics. A strategy that combines the advantages of Tabu Search and Estimation of Distribution Algorithms is devised, which is able to solve high scale designs since it can be executed in parallel.",2012
SGEGC: A Selfish Gene Theory Based Optimization Method by Exchanging Genetic Components,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000274013500007,"Yang, C, Li, YX and Lin, ZY","In this paper, a new algorithm named SGEGC was proposed. Inspired by selfish gene theory, SGEGC uses a vector of survival rate to model the condition distribution, which serves as a virtual population that is used to generate new individuals. While the present Estimation of Distribution Algorithms (EDAs) require much time to learn the complex relationships among variables, SGEGC employs an approach that exchanges the relevant genetic components. Experimental results show that the proposed approach is more efficient in convergent reliability and convergent velocity in comparison with BMDA, COMIT and MIMIC in the test functions.",2009
On the Optimal Convergence Probability of Univariate Estimation of Distribution Algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000290634000003,"Rastegar, R","In this paper we obtain bounds on the probability of convergence to the optimal solution for the compact genetic algorithm (cGA) and the population based incremental learning (PBIL). Moreover, we give a sufficient condition for convergence of these algorithms to the optimal solution and compute a range of possible values for algorithm parameters at which there is convergence to the optimal solution with a predefined confidence level.",2011
Decomposition of Dynamic Single-Product and Multi-product Lotsizing Problems and Scalability of EDAs,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000266823300012,"Grahl, J, Minner, S and Rothlauf, F","In existing theoretical and experimental work, Estimation of Distribution Algorithms (EDAs) are primarily applied to decomposable test problems. State-of-the-art EDAs like the Hierarchical Bayesian Optimization Algorithm (hBOA), the Learning Factorized Distribution Algorithm (LFDA) or Estimation of Bayesian Networks Algorithm (EBNA) solve these problems in polynomial time. Regarding this success, it is tempting to apply EDAs to real-world problems. But up to now, it has rarely been analyzed which real-world problems are decomposable. The main contribution of this chapter is twofold: (1) It shows that uncapacitated single-product and multi-product lotsizing problems are decomposable. (2) A state-of-the-art EDA is used to solve both problems. The problems are fundamental in inventory management and their fitness functions can be expressed as additively decomposable functions. It is analyzed how a search distribution of Boltzmann-type factorizes for these functions and it is shown that the factorizations of the Boltzmann distribution are polynomially bounded. Consequently, experimental scalability analysis is conducted for both problems with a state-of-the-art EDA. The total number of fitness evaluations required to reliably solve the problems to optimality is found to grow with a low-order polynomial depending on the problem size. The results confirm existing scalability theory for decomposable problems.",2008
Advancing Model Building for Many-Objective Optimization Estimation of Distribution Algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000279390200053,"Martí, L, García, J, Molina, JM","In order to achieve a substantial improvement of MOEDAs regarding MOEAs it is necessary to adapt their model building algorithms. Most current model building schemes used so far off the shelf machine learning methods. These methods are mostly error based learning algorithms. However, the model building problem has specific requirements that those methods do not meet and even avoid.|In this work we dissect this issue and propose a set of algorithms that can be used to bridge the gap of MOEDA application. A set of experiments are carried out in order to sustain our assertions.",2010
Dependence Trees with Copula Selection for Continuous Estimation of Distribution Algorithms,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000322137100074,"Salinas-Gutiérrez, R, Hernández-Aguirre, A and Villa-Diharce, ER","In this paper, a new Estimation of Distribution Algorithm (EDA) is presented. The proposed algorithm employs a dependency tree as a graphical model and bivariate copula functions for modeling relationships between pairwise variables. By selecting copula functions it is possible to build a very flexible joint distribution as a probabilistic model. The experimental results show that the proposed algorithm has a better performance than EDAs based on Gaussian assumptions.",2011
HPBILc: A histogram-based EDA for continuous optimization,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000269403200011,"Xiao, J, Yan, YP and Zhang, J",Designing different estimation of distribution algorithms for continuous optimization is a recent emerging focus in the evolutionary computation field. This paper proposes an improved population-based incremental learning algorithm using histogram probabilistic model for continuous optimization. Histogram models are advantageous in describing the solution distribution of complex and multimodal continuous problems. The algorithm utilizes the sub-dividing strategy to guarantee the accuracy of optimal solutions. Experimental results show that the proposed algorithm is effective and it obtains better performance than the fast evolutionary programming (FEP) and those newly published EDAs in most test functions. (C) 2009 Elsevier Inc. All rights reserved.,2009
Structural Difficulty in Estimation of Distribution Genetic Programming,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000322137100184,"Kim, K, Kim, MH and McKay, B","Estimation of Distribution Algorithms were introduced into Genetic Programming over 15 years ago, and have demonstrated good performance on a range of problems, but there has been little research into their limitations. We apply two such algorithms - scalar and vectorial Stochastic Grammar GP - to Daida's well-known Lid problem, to better understand their ability to learn specific structures. The scalar algorithm performs poorly, but the vectorial version shows good overall performance. We then extended Daida's problem to explore the vectorial algorithm's ability to find even more specific structures, finding that the performance fell off rapidly as the specificity of the required structure increased. Thus although this particular system has less severe structural difficulty issues than standard GP, it is by no means free of them.|Track: Genetic Programming",2011
An intelligent scatter with estimation of distribution for tabu search,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000251543000059,"Munetomo, M, Satake, Y and Akama, K","This paper proposes an efficient optimization algorithm based on tabu search and estimation of distribution algorithms. The proposed algorithm estimates characteristics of distribution of solutions after performing tabu searches based on a marginal product model to acquire linkage information. Once correct linkage information is obtained, we can perform crossovers effectively without disrupting building blocks using the information. The proposed algorithm is expected to adapt to both global and local characteristics of solution space. Through empirical studies, we show the effectiveness of our approach.",2007
An Application of EDA and GA to Dynamic Pricing,Full Text @ UPM,https://www.webofscience.com/wos/woscc/full-record/WOS:000268226900111,"Shakya, S, Oliveira, F and Owusu, G","E-commerce has transformed the way firms develop their pricing strategies, producing shift, away from fixed pricing to dynamic pricing. In this papers we use two different Estimation of distribution algorithms (EDAs), a Genetic Algorithm (GA) and a Simulated Annealing (SA) algorithm for solving two different dynamic pricing models. Promising results were obtained for an EDA confirming its suitability for resource management in the proposed model. Our analysis gives interesting insights into the application of population based optimization techniques for dynamic pricing.",2007
